區域,餐廳名稱,地址,菜系,電話,圖片,推薦類型
台南,謝掌櫃,"安平區運河路23巷5號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    小吃",+886 6 221 3215,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/69b4f877639a404aa3f92c9dd15ced5c.jpeg,必比登推介
台南,原則,"北區西華街34號, Tainan, 臺灣","$$$
                                    ·
                                

                                
                                    時尚法國菜",+886 6 222 3244,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2951b0530ea34deca517a0d0fecf377e.jpeg,米其林推薦
台南,黑琵食堂,"七股區十份里海埔17之18號, Tainan, 724, 臺灣","$$
                                    ·
                                

                                
                                    海鮮",+886 928 300 155,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a9a068724dc7494da88708fbeacae4d2.jpeg,必比登推介
高雄,廖記米糕,"橋頭區橋南路119號, Kaohsiung, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 612 8319,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f18292f2bfa24462983fb44fd00cf85c.jpg,必比登推介
台南,阿裕牛肉 (崑崙路),"仁德區崑崙路733之1號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    火鍋",+886 6 279 5500,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b315f22b0e594070a68dd6a2bef0e685.jpeg,米其林推薦
台南,毛蔬,"東區府東街43號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    素食",+886 6 209 4699,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/bbfe801b08344e55b8f3014e06c5d4d4.jpg,米其林推薦
台南,香草小餐酒,"安平區永華路二段950號, Tainan, 臺灣","$$$
                                    ·
                                

                                
                                    時尚歐陸菜",+886 6 299 0011,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6e11baa45df647d4ab6736333539bdc6.jpeg,米其林推薦
台南,阿星鹹粥,"中西區民族路三段289號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    粥品",+886 6 220 0941,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fd8f169affc348fd99e584956e60bb5f.jpeg,必比登推介
台南,牛五蔵,"安平區建平路577號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    火鍋",+886 6 297 0709,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6d922499b6584a4e94586021172375f2.jpeg,米其林推薦
台南,沙淘宮廟海產,"中西區西門路二段86號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    臺灣菜",+886 6 228 8321,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/fc1d8bb2e3c54c4c923e13a6cbbd193f.jpeg,米其林推薦
台南,一味品,"中西區國華街三段177-179號 (永樂市場攤號111及112), Tainan, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 6 228 8563,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/24171b99cc9246f2b807a5264f395433.jpeg,必比登推介
台南,開元紅燒土魠魚羮,"北區開元路307號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 6 237 3195,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1573f0a6bc944a018e2808e7da4575e7.jpeg,必比登推介
台南,西羅殿牛肉湯,"北區公園南路98號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 6 229 4056,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5e9d8315005b44a3b544ff7d20a67f32.jpeg,必比登推介
台南,阿村牛肉湯 (保安路),"中西區保安路41號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 6 229 3908,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5d06294d9d654501999f5bc641d2f6d2.jpeg,米其林推薦
高雄,橋仔頭黃家肉燥飯 (橋頭),"橋頭區橋南路106號, Kaohsiung, 825, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 7 612 3253,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e10ea55c7808415d8e7edd92621e4679.jpeg,必比登推介
台南,三好一公道當歸鴨,"中西區府前路一段2號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 6 220 6858,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a766d15a9295435b8327366416340d35.jpeg,必比登推介
台南,順德牛肉湯,"學甲區民權路59號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    小吃",+886 6 782 0161,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/596c057701684792b9019844676e5bda.jpeg,米其林推薦
高雄,湖東牛肉館,"湖內區中山路一段107號, Kaohsiung, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 7 693 0466,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6aaa699576b74b9cae61f42107071e94.jpeg,必比登推介
台南,大勇街無名鹹粥,"中西區大勇街85號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    粥品",+886 6 226 7028,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/067fbbaa26264b2898785ddcc7666733.jpeg,必比登推介
台南,橄饗家,"安平區安北路590號, Tainan, 臺灣","$$$
                                    ·
                                

                                
                                    西班牙菜",+886 6 391 1687,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/efccf24890364e319106c32f91306576.jpg,米其林推薦
台南,甘旨,"東區崇仁街58號, Tainan, 臺灣","$$$$
                                    ·
                                

                                
                                    日本菜",+886 6 267 8818,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0ce9d50cdad24690b4b0cbc7d34602f1.jpg,米其林推薦
台南,阿文米粿,"中西區保安路74號, Tainan, 臺灣","$
                                    ·
                                

                                
                                    小吃",+886 906 884 704,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a6d964236b4b4df2a1a4e3585c7cfd71.jpeg,必比登推介
台南,錦霞樓,"東區中華東路一段366號2樓 (南紡購物中心), Tainan, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 6 300 6789,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ad13cb63f19f48deacc720a735ced1a8.jpeg,米其林推薦
台南,筑馨居,"中西區信義街69號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 6 221 8890,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8b9ba087c50e40aa96b1d3c4ab768266.jpeg,必比登推介
台南,有你真好 湘菜沙龍,"中西區五妃街203號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    湘菜",+886 6 215 7977,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/699d2fbd808c41bf958adc673f807835.jpeg,米其林推薦
台南,阿美飯店,"中西區民權路二段98號, Tainan, 臺灣","$$
                                    ·
                                

                                
                                    臺灣菜",+886 6 222 2848,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/08473715b59946218eaf3c4eb4d1bb39.jpeg,必比登推介
